"unit_name","neighbour_name","distance_km"
"A Coruña, A Coruña","Arteixo, A Coruña",0
"A Coruña, A Coruña","Culleredo, A Coruña",0
"A Coruña, A Coruña","Oleiros, A Coruña",0.1282
"A Coruña, A Coruña","Cambre, A Coruña",1.4709
"A Coruña, A Coruña","Sada, A Coruña",5.5353
"A Coruña, A Coruña","A Laracha, A Coruña",6.172
"A Coruña, A Coruña","Abegondo, A Coruña",8.5703
"A Coruña, A Coruña","Ferrol, A Coruña",8.9118
"A Estrada, Pontevedra","Teo, A Coruña",0
"A Estrada, Pontevedra","Vedra, A Coruña",0
"A Estrada, Pontevedra","Campo Lameiro, Pontevedra",0
"A Estrada, Pontevedra","Cuntis, Pontevedra",0
"A Estrada, Pontevedra","Silleda, Pontevedra",0
"A Estrada, Pontevedra","Santiago de Compostela, A Coruña",7.5364
"A Estrada, Pontevedra","Ames, A Coruña",8.7603
"A Estrada, Pontevedra","Vilagarcía de Arousa, Pontevedra",9.4986
"A Fonsagrada, Lugo","Villanueva de Oscos, Asturias",0.2381
"A Fonsagrada, Lugo","Becerreá, Lugo",0.9156
"A Fonsagrada, Lugo","Meira, Lugo",1.9441
"A Fonsagrada, Lugo","Pol, Lugo",3.9322
"A Fonsagrada, Lugo","Castroverde, Lugo",6.7742
"A Lama, Pontevedra","Campo Lameiro, Pontevedra",7.1682
"A Lama, Pontevedra","Pontevedra, Pontevedra",7.8438
"A Laracha, A Coruña","Arteixo, A Coruña",0
"A Laracha, A Coruña","Carballo, A Coruña",0
"A Laracha, A Coruña","Culleredo, A Coruña",0
"A Laracha, A Coruña","Tordoia, A Coruña",1.5799
"A Laracha, A Coruña","Ordes, A Coruña",5.2194
"A Laracha, A Coruña","Cambre, A Coruña",5.4624
"A Laracha, A Coruña","Malpica de Bergantiños, A Coruña",5.6727
"A Laracha, A Coruña","A Coruña, A Coruña",6.172
"A Laracha, A Coruña","Abegondo, A Coruña",6.8271
"A Laracha, A Coruña","Val do Dubra, A Coruña",8.4866
"A Pobra do Brollón, Lugo","Folgoso do Courel, Lugo",0
"A Pobra do Brollón, Lugo","Monforte de Lemos, Lugo",0
"A Pobra do Brollón, Lugo","Quiroga, Lugo",0
"A Pobra do Brollón, Lugo","Samos, Lugo",0
"A Pobra do Brollón, Lugo","Sarria, Lugo",5.1646
"A Pobra do Brollón, Lugo","O Saviñao, Lugo",8.3496
"A Pobra do Caramiñal, A Coruña","Boiro, A Coruña",0
"A Pobra do Caramiñal, A Coruña","Ribeira, A Coruña",0
"A Pobra do Caramiñal, A Coruña","Vilanova de Arousa, Pontevedra",7.5167
"A Pobra do Caramiñal, A Coruña","Noia, A Coruña",9.1975
"A Pobra do Caramiñal, A Coruña","Vilagarcía de Arousa, Pontevedra",9.6132
"A Pobra do Caramiñal, A Coruña","Cambados, Pontevedra",9.8619
"A Veiga, Ourense","Vilamartín de Valdeorras, Ourense",2.0943
"A Veiga, Ourense","Quiroga, Lugo",9.5008
"Abegondo, A Coruña","Betanzos, A Coruña",0
"Abegondo, A Coruña","Cambre, A Coruña",0
"Abegondo, A Coruña","Ordes, A Coruña",0
"Abegondo, A Coruña","Culleredo, A Coruña",1.5532
"Abegondo, A Coruña","Sada, A Coruña",1.8596
"Abegondo, A Coruña","Oleiros, A Coruña",2.6159
"Abegondo, A Coruña","A Laracha, A Coruña",6.8271
"Abegondo, A Coruña","Miño, A Coruña",7.9423
"Abegondo, A Coruña","A Coruña, A Coruña",8.5703
"Abegondo, A Coruña","Curtis, A Coruña",8.9714
"Abegondo, A Coruña","Arteixo, A Coruña",9.0275
"Abegondo, A Coruña","Tordoia, A Coruña",9.7894
"Adeje, Santa Cruz de Tenerife","Arona, Santa Cruz de Tenerife",0
"Adeje, Santa Cruz de Tenerife","La Orotava, Santa Cruz de Tenerife",0
"Adeje, Santa Cruz de Tenerife","Granadilla de Abona, Santa Cruz de Tenerife",3.9723
"Adeje, Santa Cruz de Tenerife","Santiago del Teide, Santa Cruz de Tenerife",6.1708
"Adeje, Santa Cruz de Tenerife","Icod de los Vinos, Santa Cruz de Tenerife",6.1755
"Adra, Almería","El Ejido, Almería",2.3439
"Aguadulce, Sevilla","Osuna, Sevilla",0
"Aguadulce, Sevilla","Estepa, Sevilla",0
"Aguilar de la Frontera, Córdoba","Montilla, Córdoba",0
"Aguilar de la Frontera, Córdoba","Puente Genil, Córdoba",0
"Aguilar de la Frontera, Córdoba","Lucena, Córdoba",0
"Aguilar de la Frontera, Córdoba","Casariche, Sevilla",2.5989
"Aguilar de la Frontera, Córdoba","Cabra, Córdoba",2.6817
"Aguilar de la Frontera, Córdoba","Estepa, Sevilla",5.5344
"Aguilar de la Frontera, Córdoba","Écija, Sevilla",7.2274
"Aguilar de la Frontera, Córdoba","Herrera, Sevilla",7.7553
"Águilas, Murcia","Lorca, Murcia",0
"Águilas, Murcia","Mazarrón, Murcia",5.4871
"Águilas, Murcia","Huércal-Overa, Almería",9.281
"Agullent, Valencia","Ontinyent, Valencia",0
"Agullent, Valencia","L'Olleria, Valencia",1.4995
"Agullent, Valencia","Canals, Valencia",4.9795
"Agullent, Valencia","Cocentaina, Alicante",5.3926
"Agullent, Valencia","Xàtiva, Valencia",8.3175
"Ajalvir, Madrid","Paracuellos de Jarama, Madrid",0
"Ajalvir, Madrid","Torrejón de Ardoz, Madrid",0
"Ajalvir, Madrid","Alcalá de Henares, Madrid",0.4046
"Ajalvir, Madrid","Algete, Madrid",2.6299
"Ajalvir, Madrid","San Fernando de Henares, Madrid",2.8083
"Ajalvir, Madrid","Camarma de Esteruelas, Madrid",2.9137
"Ajalvir, Madrid","San Sebastián de los Reyes, Madrid",3.0212
"Ajalvir, Madrid","Alcobendas, Madrid",3.265
"Ajalvir, Madrid","Madrid, Madrid",4.4405
"Ajalvir, Madrid","Torres de la Alameda, Madrid",5.553
"Ajalvir, Madrid","Villalbilla, Madrid",6.3811
"Ajalvir, Madrid","Coslada, Madrid",6.8626
"Ajalvir, Madrid","Meco, Madrid",7.5245
"Ajalvir, Madrid","Mejorada del Campo, Madrid",8.0502
"Ajalvir, Madrid","Rivas-Vaciamadrid, Madrid",9.6666
"Ajalvir, Madrid","Valdeavero, Madrid",9.7254
"Alaior, Baleares","Es Mercadal, Baleares",0
"Alaior, Baleares","Es Migjorn Gran, Baleares",0
"Alaior, Baleares","Mahón, Baleares",0
"Alaior, Baleares","Ferreries, Baleares",2.99
"Alaior, Baleares","Sant Lluís, Baleares",3.6675
"Alaior, Baleares","Es Castell, Baleares",6.2282
"Alaior, Baleares","Ciutadella de Menorca, Baleares",8.0423
"Alaquàs, Valencia","Aldaia, Valencia",0
"Alaquàs, Valencia","Torrent, Valencia",0
"Alaquàs, Valencia","Valencia, Valencia",1.3262
"Alaquàs, Valencia","Mislata, Valencia",1.5413
"Alaquàs, Valencia","Chiva, Valencia",2.2946
"Alaquàs, Valencia","Manises, Valencia",2.7476
"Alaquàs, Valencia","Paiporta, Valencia",2.9573
"Alaquàs, Valencia","Paterna, Valencia",3.2111
"Alaquàs, Valencia","Catarroja, Valencia",4.2126
"Alaquàs, Valencia","Alfafar, Valencia",4.7288
"Alaquàs, Valencia","Picassent, Valencia",4.9348
"Alaquàs, Valencia","Alcàsser, Valencia",5.1943
"Alaquàs, Valencia","Burjassot, Valencia",5.2533
"Alaquàs, Valencia","Albal, Valencia",5.3626
"Alaquàs, Valencia","Massanassa, Valencia",5.5214
"Alaquàs, Valencia","Beniparrell, Valencia",7.1365
"Alaquàs, Valencia","Silla, Valencia",8.5787
"Alaquàs, Valencia","Alboraya, Valencia",8.6939
"Alaquàs, Valencia","Moncada, Valencia",8.8479
"Alaquàs, Valencia","Godelleta, Valencia",8.9116
"Alaquàs, Valencia","Bétera, Valencia",9.5373
"Alaró, Baleares","Bunyola, Baleares",0
"Alaró, Baleares","Escorca, Baleares",0
"Alaró, Baleares","Binissalem, Baleares",0
"Alaró, Baleares","Consell, Baleares",0
"Alaró, Baleares","Lloseta, Baleares",0
"Alaró, Baleares","Mancor de la Vall, Baleares",0
"Alaró, Baleares","Selva, Baleares",0.7488
"Alaró, Baleares","Inca, Baleares",2.2759
"Alaró, Baleares","Fornalutx, Baleares",2.6417
"Alaró, Baleares","Sóller, Baleares",2.67
"Alaró, Baleares","Marratxí, Baleares",3.248
"Alaró, Baleares","Sencelles, Baleares",3.8174
"Alaró, Baleares","Santa Eugènia, Baleares",4.2258
"Alaró, Baleares","Palma de Mallorca, Baleares",6.5633
"Alaró, Baleares","Campanet, Baleares",7.4166
"Alaró, Baleares","Valldemossa, Baleares",7.9543
"Alaró, Baleares","Costitx, Baleares",8.0266
"Alaró, Baleares","Búger, Baleares",9.9186
"Albacete, Albacete","Hellín, Albacete",0
"Albacete, Albacete","La Roda, Albacete",0
"Albal, Valencia","Alcàsser, Valencia",0
"Albal, Valencia","Beniparrell, Valencia",0
"Albal, Valencia","Catarroja, Valencia",0
"Albal, Valencia","Silla, Valencia",0
"Albal, Valencia","Valencia, Valencia",0
"Albal, Valencia","Torrent, Valencia",0.2214
"Albal, Valencia","Massanassa, Valencia",0.8955
"Albal, Valencia","Paiporta, Valencia",1.2377
"Albal, Valencia","Alfafar, Valencia",1.274
"Albal, Valencia","Picassent, Valencia",1.3642
"Albal, Valencia","Sollana, Valencia",5.3222
"Albal, Valencia","Alaquàs, Valencia",5.3626
"Albal, Valencia","Sueca, Valencia",5.8057
"Albal, Valencia","Almussafes, Valencia",5.9355
"Albal, Valencia","Aldaia, Valencia",6.3452
"Albal, Valencia","Mislata, Valencia",7.0559
"Albal, Valencia","Chiva, Valencia",8.6754
"Albal, Valencia","Manises, Valencia",9.0883
"Albal, Valencia","Paterna, Valencia",9.2183
"Albalat dels Sorells, Valencia","Foios, Valencia",0
"Albalat dels Sorells, Valencia","Moncada, Valencia",0
"Albalat dels Sorells, Valencia","Valencia, Valencia",0
"Albalat dels Sorells, Valencia","Massamagrell, Valencia",1.6071
"Albalat dels Sorells, Valencia","Alboraya, Valencia",1.6104
"Albalat dels Sorells, Valencia","Bétera, Valencia",1.9415
"Albalat dels Sorells, Valencia","Náquera, Valencia",2.1306
"Albalat dels Sorells, Valencia","La Pobla de Farnals, Valencia",2.6953
"Albalat dels Sorells, Valencia","Burjassot, Valencia",5.3416
"Albalat dels Sorells, Valencia","Sagunto, Valencia",5.3881
"Albalat dels Sorells, Valencia","Paterna, Valencia",6.1766
"Albalat dels Sorells, Valencia","Puçol, Valencia",6.2803
"Albalat dels Sorells, Valencia","Mislata, Valencia",8.2977
"Albalat dels Sorells, Valencia","Manises, Valencia",9.9586
"Albatera, Alicante","Callosa de Segura, Alicante",0
"Albatera, Alicante","Catral, Alicante",0
"Albatera, Alicante","Cox, Alicante",0
"Albatera, Alicante","Orihuela, Alicante",0
"Albatera, Alicante","San Isidro, Alicante",0
"Albatera, Alicante","Crevillent, Alicante",0
"Albatera, Alicante","Dolores, Alicante",3.841
"Albatera, Alicante","Almoradí, Alicante",3.8957
"Albatera, Alicante","Redován, Alicante",4.1204
"Albatera, Alicante","Rafal, Alicante",4.9445
"Albatera, Alicante","Elche, Alicante",5.7412
"Albatera, Alicante","Aspe, Alicante",6.5272
"Albatera, Alicante","San Fulgencio, Alicante",7.7826
"Albinyana, Tarragona","El Vendrell, Tarragona",0
"Albinyana, Tarragona","Masllorenç, Tarragona",0
"Albinyana, Tarragona","Montferri, Tarragona",1.4326
"Albinyana, Tarragona","Creixell, Tarragona",3.398
"Albinyana, Tarragona","La Pobla de Montornès, Tarragona",4.5555
"Albinyana, Tarragona","Vespella de Gaià, Tarragona",5.917
"Albinyana, Tarragona","La Nou de Gaià, Tarragona",6.6052
"Albinyana, Tarragona","Cunit, Tarragona",7.8526
"Albinyana, Tarragona","Vilabella, Tarragona",7.8851
"Albinyana, Tarragona","Altafulla, Tarragona",8.1343
"Albinyana, Tarragona","Bràfim, Tarragona",8.5228
"Albinyana, Tarragona","Cubelles, Barcelona",8.9862
"Albinyana, Tarragona","El Catllar, Tarragona",9.6162
"Albinyana, Tarragona","Alió, Tarragona",9.8549
"Alboraya, Valencia","Valencia, Valencia",0
"Alboraya, Valencia","Foios, Valencia",1.2601
"Alboraya, Valencia","Albalat dels Sorells, Valencia",1.6104
"Alboraya, Valencia","Burjassot, Valencia",3.1711
"Alboraya, Valencia","Moncada, Valencia",3.7117
"Alboraya, Valencia","Mislata, Valencia",4.7243
"Alboraya, Valencia","Massamagrell, Valencia",4.9128
"Alboraya, Valencia","Paterna, Valencia",5.2607
"Alboraya, Valencia","La Pobla de Farnals, Valencia",5.7405
"Alboraya, Valencia","Alfafar, Valencia",7.1916
"Alboraya, Valencia","Paiporta, Valencia",7.2938
"Alboraya, Valencia","Aldaia, Valencia",7.5121
"Alboraya, Valencia","Manises, Valencia",7.6107
"Alboraya, Valencia","Bétera, Valencia",8.0265
"Alboraya, Valencia","Alaquàs, Valencia",8.6939
"Alboraya, Valencia","Massanassa, Valencia",9.0777
"Alboraya, Valencia","Náquera, Valencia",9.4396
"Alboraya, Valencia","Catarroja, Valencia",9.4458
"Alboraya, Valencia","Puçol, Valencia",9.5948
"Alboraya, Valencia","Torrent, Valencia",9.6358
"Alburquerque, Badajoz","Cáceres, Cáceres",0
"Alburquerque, Badajoz","Badajoz, Badajoz",0
"Alcalá de Guadaíra, Sevilla","Arahal, Sevilla",0
"Alcalá de Guadaíra, Sevilla","Carmona, Sevilla",0
"Alcalá de Guadaíra, Sevilla","Mairena del Alcor, Sevilla",0
"Alcalá de Guadaíra, Sevilla","Utrera, Sevilla",0
"Alcalá de Guadaíra, Sevilla","Dos Hermanas, Sevilla",0
"Alcalá de Guadaíra, Sevilla","Los Palacios y Villafranca, Sevilla",0
"Alcalá de Guadaíra, Sevilla","Sevilla, Sevilla",0
"Alcalá de Guadaíra, Sevilla","La Rinconada, Sevilla",0.8554
"Alcalá de Guadaíra, Sevilla","El Viso del Alcor, Sevilla",4.5955
"Alcalá de Guadaíra, Sevilla","San Juan de Aznalfarache, Sevilla",6.3343
"Alcalá de Guadaíra, Sevilla","Coria del Río, Sevilla",6.5098
"Alcalá de Guadaíra, Sevilla","Tomares, Sevilla",6.6795
"Alcalá de Guadaíra, Sevilla","Camas, Sevilla",6.7736
"Alcalá de Guadaíra, Sevilla","Gelves, Sevilla",6.8004
"Alcalá de Guadaíra, Sevilla","Santiponce, Sevilla",7.3473
"Alcalá de Guadaíra, Sevilla","Morón de la Frontera, Sevilla",7.3788
"Alcalá de Guadaíra, Sevilla","Mairena del Aljarafe, Sevilla",7.6341
"Alcalá de Guadaíra, Sevilla","Palomares del Río, Sevilla",8.835
"Alcalá de Guadaíra, Sevilla","Bormujos, Sevilla",9.5885
"Alcalá de Guadaíra, Sevilla","Valencina de la Concepción, Sevilla",9.6968
"Alcalá de Henares, Madrid","Azuqueca de Henares, Guadalajara",0
"Alcalá de Henares, Madrid","Camarma de Esteruelas, Madrid",0
"Alcalá de Henares, Madrid","Meco, Madrid",0
"Alcalá de Henares, Madrid","Torres de la Alameda, Madrid",0
"Alcalá de Henares, Madrid","Villalbilla, Madrid",0
"Alcalá de Henares, Madrid","San Fernando de Henares, Madrid",0
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",0
"Alcalá de Henares, Madrid","Ajalvir, Madrid",0.4046
"Alcalá de Henares, Madrid","Mejorada del Campo, Madrid",2.6492
"Alcalá de Henares, Madrid","Paracuellos de Jarama, Madrid",3.8722
"Alcalá de Henares, Madrid","Villanueva de la Torre, Guadalajara",4.5613
"Alcalá de Henares, Madrid","Guadalajara, Guadalajara",5.6569
"Alcalá de Henares, Madrid","Algete, Madrid",6.2526
"Alcalá de Henares, Madrid","Rivas-Vaciamadrid, Madrid",6.3632
"Alcalá de Henares, Madrid","Velilla de San Antonio, Madrid",6.523
"Alcalá de Henares, Madrid","Madrid, Madrid",6.8027
"Alcalá de Henares, Madrid","Coslada, Madrid",6.8951
"Alcalá de Henares, Madrid","Valdeavero, Madrid",7.2683
"Alcalá de Henares, Madrid","Pioz, Guadalajara",7.799
"Alcalá de Henares, Madrid","San Sebastián de los Reyes, Madrid",9.1543
"Alcalá de Henares, Madrid","Alcobendas, Madrid",9.3708
"Alcalá de Henares, Madrid","Torrejón del Rey, Guadalajara",9.6757
"Alcalá del Río, Sevilla","Brenes, Sevilla",0
"Alcalá del Río, Sevilla","Burguillos, Sevilla",0
"Alcalá del Río, Sevilla","La Algaba, Sevilla",0
"Alcalá del Río, Sevilla","La Rinconada, Sevilla",0
"Alcalá del Río, Sevilla","Villaverde del Río, Sevilla",0
"Alcalá del Río, Sevilla","Cantillana, Sevilla",2.0951
"Alcalá del Río, Sevilla","Carmona, Sevilla",3.6421
"Alcalá del Río, Sevilla","Sevilla, Sevilla",3.7914
"Alcalá del Río, Sevilla","Santiponce, Sevilla",5.3856
"Alcalá del Río, Sevilla","Gerena, Sevilla",5.8789
"Alcalá del Río, Sevilla","Valencina de la Concepción, Sevilla",6.5381
"Alcalá del Río, Sevilla","Camas, Sevilla",7.8274
"Alcalá del Río, Sevilla","Olivares, Sevilla",9.7126
"Alcalá la Real, Jaén","Priego de Córdoba, Córdoba",0
"Alcalá la Real, Jaén","Martos, Jaén",4.183
"Alcantarilla, Murcia","Murcia, Murcia",0
"Alcantarilla, Murcia","Las Torres de Cotillas, Murcia",0.8967
"Alcantarilla, Murcia","Molina de Segura, Murcia",1.9187
"Alcantarilla, Murcia","Alhama de Murcia, Murcia",6.4273
"Alcantarilla, Murcia","Ceutí, Murcia",8.8294
"Alcàsser, Valencia","Torrent, Valencia",0
"Alcàsser, Valencia","Albal, Valencia",0
"Alcàsser, Valencia","Beniparrell, Valencia",0
"Alcàsser, Valencia","Catarroja, Valencia",0
"Alcàsser, Valencia","Picassent, Valencia",0
"Alcàsser, Valencia","Silla, Valencia",0
"Alcàsser, Valencia","Paiporta, Valencia",3.1447
"Alcàsser, Valencia","Massanassa, Valencia",3.8103
"Alcàsser, Valencia","Almussafes, Valencia",3.8418
"Alcàsser, Valencia","Valencia, Valencia",4.1047
"Alcàsser, Valencia","Alfafar, Valencia",4.3043
"Alcàsser, Valencia","Sollana, Valencia",4.8454
"Alcàsser, Valencia","Alaquàs, Valencia",5.1943
"Alcàsser, Valencia","Aldaia, Valencia",5.8886
"Alcàsser, Valencia","Mislata, Valencia",7.2904
"Alcàsser, Valencia","Chiva, Valencia",7.6592
"Alcàsser, Valencia","Manises, Valencia",9.1138
"Alcàsser, Valencia","Alginet, Valencia",9.2835
"Alcàsser, Valencia","Paterna, Valencia",9.4425
"Alcázar de San Juan, Ciudad Real","Manzanares, Ciudad Real",0
"Alcázar de San Juan, Ciudad Real","Tomelloso, Ciudad Real",4.4856
"Alcázar de San Juan, Ciudad Real","Daimiel, Ciudad Real",6.1429
"Alcobendas, Madrid","Madrid, Madrid",0
"Alcobendas, Madrid","Paracuellos de Jarama, Madrid",0
"Alcobendas, Madrid","San Sebastián de los Reyes, Madrid",0
"Alcobendas, Madrid","Tres Cantos, Madrid",0.8154
"Alcobendas, Madrid","Ajalvir, Madrid",3.265
"Alcobendas, Madrid","Colmenar Viejo, Madrid",4.5937
"Alcobendas, Madrid","San Fernando de Henares, Madrid",4.8983
"Alcobendas, Madrid","Algete, Madrid",5.5497
"Alcobendas, Madrid","Torrejón de Ardoz, Madrid",6.3609
"Alcobendas, Madrid","Coslada, Madrid",7.3175
"Alcobendas, Madrid","Alcalá de Henares, Madrid",9.3708
"Alcóntar, Almería","Serón, Almería",0
"Alcóntar, Almería","Baza, Granada",0
"Alcóntar, Almería","Caniles, Granada",0
"Alcóntar, Almería","Cúllar, Granada",4.7968
"Alcorcón, Madrid","Boadilla del Monte, Madrid",0
"Alcorcón, Madrid","Leganés, Madrid",0
"Alcorcón, Madrid","Madrid, Madrid",0
"Alcorcón, Madrid","Pozuelo de Alarcón, Madrid",0
"Alcorcón, Madrid","Villaviciosa de Odón, Madrid",0
"Alcorcón, Madrid","Fuenlabrada, Madrid",0
"Alcorcón, Madrid","Móstoles, Madrid",0
"Alcorcón, Madrid","Arroyomolinos, Madrid",4.5338
"Alcorcón, Madrid","Majadahonda, Madrid",4.9063
"Alcorcón, Madrid","Humanes de Madrid, Madrid",5.2919
"Alcorcón, Madrid","Getafe, Madrid",5.3208
"Alcorcón, Madrid","Brunete, Madrid",5.5558
"Alcorcón, Madrid","Villanueva de la Cañada, Madrid",6.9899
"Alcorcón, Madrid","Las Rozas de Madrid, Madrid",7.9984
"Alcorcón, Madrid","Navalcarnero, Madrid",8.1163
"Alcorcón, Madrid","Parla, Madrid",8.661
"Alcorcón, Madrid","Pinto, Madrid",8.994
"Alcorcón, Madrid","Griñón, Madrid",9.5773
"Alcover, Tarragona","El Milà, Tarragona",0
"Alcover, Tarragona","La Riba, Tarragona",0
"Alcover, Tarragona","La Selva del Camp, Tarragona",0
"Alcover, Tarragona","Perafort, Tarragona",0
"Alcover, Tarragona","Valls, Tarragona",0
"Alcover, Tarragona","Mont-ral, Tarragona",0
"Alcover, Tarragona","Montblanc, Tarragona",0.7249
"Alcover, Tarragona","Vallmoll, Tarragona",1.4108
"Alcover, Tarragona","La Pobla de Mafumet, Tarragona",3.1169
"Alcover, Tarragona","Constantí, Tarragona",3.4022
"Alcover, Tarragona","L'Aleixar, Tarragona",4.1182
"Alcover, Tarragona","Reus, Tarragona",4.515
"Alcover, Tarragona","Alió, Tarragona",5.3325
"Alcover, Tarragona","Castellvell del Camp, Tarragona",6.0928
"Alcover, Tarragona","El Catllar, Tarragona",6.6551
"Alcover, Tarragona","Renau, Tarragona",6.7484
"Alcover, Tarragona","Vilabella, Tarragona",7.1726
"Alcover, Tarragona","Tarragona, Tarragona",8.0912
"Alcover, Tarragona","Bràfim, Tarragona",9.2645
"Alcover, Tarragona","Les Borges del Camp, Tarragona",9.5908
"Alcover, Tarragona","Riudoms, Tarragona",9.7734
"Alcúdia, Baleares","Muro, Baleares",0
"Alcúdia, Baleares","Sa Pobla, Baleares",0
"Alcúdia, Baleares","Pollença, Baleares",0
"Alcúdia, Baleares","Campanet, Baleares",2.3317
"Alcúdia, Baleares","Búger, Baleares",3.3464
"Alcúdia, Baleares","Santa Margalida, Baleares",5.3481
"Alcúdia, Baleares","Escorca, Baleares",7.1696
"Alcúdia, Baleares","Llubí, Baleares",7.486
"Alcúdia, Baleares","Inca, Baleares",8.2489
"Alcúdia, Baleares","Selva, Baleares",8.512
"Aldaia, Valencia","Chiva, Valencia",0
"Aldaia, Valencia","Alaquàs, Valencia",0
"Aldaia, Valencia","Torrent, Valencia",0
"Aldaia, Valencia","Mislata, Valencia",0.5597
"Aldaia, Valencia","Manises, Valencia",0.762
"Aldaia, Valencia","Paterna, Valencia",1.5336
"Aldaia, Valencia","Valencia, Valencia",1.5561
"Aldaia, Valencia","Paiporta, Valencia",3.6102
"Aldaia, Valencia","Burjassot, Valencia",3.8016
"Aldaia, Valencia","Picassent, Valencia",4.871
"Aldaia, Valencia","Catarroja, Valencia",5.0309
"Aldaia, Valencia","Alfafar, Valencia",5.1804
"Aldaia, Valencia","Godelleta, Valencia",5.4356
"Aldaia, Valencia","Alcàsser, Valencia",5.8886
"Aldaia, Valencia","Massanassa, Valencia",6.2113
"Aldaia, Valencia","Albal, Valencia",6.3452
"Aldaia, Valencia","Moncada, Valencia",7.335
"Aldaia, Valencia","Alboraya, Valencia",7.5121
"Aldaia, Valencia","Bétera, Valencia",7.5381
"Aldaia, Valencia","L'Eliana, Valencia",8.0011
"Aldaia, Valencia","Beniparrell, Valencia",8.0229
"Aldaia, Valencia","Silla, Valencia",9.5219
"Aldaia, Valencia","Foios, Valencia",9.5418
"Alfafar, Valencia","Massanassa, Valencia",0
"Alfafar, Valencia","Paiporta, Valencia",0
"Alfafar, Valencia","Valencia, Valencia",0
"Alfafar, Valencia","Catarroja, Valencia",0.282
"Alfafar, Valencia","Albal, Valencia",1.274
"Alfafar, Valencia","Silla, Valencia",1.4721
"Alfafar, Valencia","Torrent, Valencia",2.7371
"Alfafar, Valencia","Beniparrell, Valencia",2.9323
"Alfafar, Valencia","Alcàsser, Valencia",4.3043
"Alfafar, Valencia","Alaquàs, Valencia",4.7288
"Alfafar, Valencia","Mislata, Valencia",4.7396
"Alfafar, Valencia","Aldaia, Valencia",5.1804
"Alfafar, Valencia","Sollana, Valencia",5.3021
"Alfafar, Valencia","Sueca, Valencia",5.4728
"Alfafar, Valencia","Picassent, Valencia",5.6641
"Alfafar, Valencia","Paterna, Valencia",6.957
"Alfafar, Valencia","Alboraya, Valencia",7.1916
"Alfafar, Valencia","Almussafes, Valencia",7.3594
"Alfafar, Valencia","Manises, Valencia",7.503
"Alfafar, Valencia","Burjassot, Valencia",7.7454
"Alfaro, La Rioja","Calahorra, La Rioja",6.0457
"Alfaro, La Rioja","Arnedo, La Rioja",8.766
"Algaida, Baleares","Llucmajor, Baleares",0
"Algaida, Baleares","Lloret de Vistalegre, Baleares",0
"Algaida, Baleares","Montuïri, Baleares",0
"Algaida, Baleares","Santa Eugènia, Baleares",0
"Algaida, Baleares","Sencelles, Baleares",0
"Algaida, Baleares","Palma de Mallorca, Baleares",0
"Algaida, Baleares","Porreres, Baleares",1.1114
"Algaida, Baleares","Costitx, Baleares",1.5993
"Algaida, Baleares","Sant Joan, Baleares",2.2796
"Algaida, Baleares","Sineu, Baleares",3.883
"Algaida, Baleares","Marratxí, Baleares",4.5522
"Algaida, Baleares","Binissalem, Baleares",5.1624
"Algaida, Baleares","Consell, Baleares",5.6397
"Algaida, Baleares","Inca, Baleares",6.5182
"Algaida, Baleares","Campos, Baleares",6.8442
"Algaida, Baleares","Llubí, Baleares",8.7906
"Algaida, Baleares","Petra, Baleares",9.1171
"Algaida, Baleares","Lloseta, Baleares",9.2536
"Algaida, Baleares","Maria de la Salut, Baleares",9.4487
"Algaida, Baleares","Felanitx, Baleares",9.9884
"Algeciras, Cádiz","Los Barrios, Cádiz",0
"Algeciras, Cádiz","Tarifa, Cádiz",0
"Algeciras, Cádiz","San Roque, Cádiz",1.6648
"Algeciras, Cádiz","La Línea de la Concepción, Cádiz",5.3418
"Algemesí, Valencia","Alginet, Valencia",0
"Algemesí, Valencia","Alzira, Valencia",0
"Algemesí, Valencia","Sollana, Valencia",0
"Algemesí, Valencia","Carlet, Valencia",0.4729
"Algemesí, Valencia","L'Alcúdia, Valencia",1.1939
"Algemesí, Valencia","Almussafes, Valencia",1.2866
"Algemesí, Valencia","Sueca, Valencia",1.6018
"Algemesí, Valencia","Carcaixent, Valencia",3.7636
"Algemesí, Valencia","Picassent, Valencia",6.037
"Algemesí, Valencia","Valencia, Valencia",7.0278
"Algemesí, Valencia","Silla, Valencia",8.8707
"Algemesí, Valencia","La Pobla Llarga, Valencia",9.2707
"Algemesí, Valencia","Cullera, Valencia",9.4215
"Algete, Madrid","Colmenar Viejo, Madrid",0
"Algete, Madrid","San Sebastián de los Reyes, Madrid",0
"Algete, Madrid","Paracuellos de Jarama, Madrid",1.1326
"Algete, Madrid","Madrid, Madrid",2.4814
"Algete, Madrid","Ajalvir, Madrid",2.6299
"Algete, Madrid","Alcobendas, Madrid",5.5497
"Algete, Madrid","Camarma de Esteruelas, Madrid",5.8233
"Algete, Madrid","Valdeavero, Madrid",5.9213
"Algete, Madrid","Alcalá de Henares, Madrid",6.2526
"Algete, Madrid","Tres Cantos, Madrid",6.5224
"Algete, Madrid","Torrejón del Rey, Guadalajara",6.5459
"Algete, Madrid","Meco, Madrid",9.0969
"Algete, Madrid","Torrejón de Ardoz, Madrid",9.4967
"Alginet, Valencia","Algemesí, Valencia",0
"Alginet, Valencia","Carlet, Valencia",0
"Alginet, Valencia","Almussafes, Valencia",0
